Firma;Niederlassungen;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web
EFFEXX;2;9;6;2023-09-05;3843180.0;422179.0;0;Netphen;57250;vertrieb@effexx.com;
ITS-SERVICE;1;9;6;2025-07-04;3814753.0;591144.0;0;Dortmund;44263;sascha.rommel@lovion.de;
CRONN;1;9;6;2026-03-24;3483215.0;581350.0;1;Bonn;53227;tenders@cronn.de;http://www.cronn.de
FPI-INGENIEURE;1;9;4;2025-08-27;3363025.0;640000.0;0;Köln;50678;a.mueller@fpi-ingenieure.de;
KAISER-BUEROTECHNIK;4;9;8;2026-02-09;3092450.0;547891.0;0;Ansbach;91522;info@kaiser-buerotechnik.de;
SOENNECKEN;1;9;6;2025-10-17;3088058.0;1200000.0;0;Vilkerath;51491;info@soennecken.de;http://www.soennecken.de
NTA;1;9;7;2025-04-07;2880480.0;348613.0;0;Mainz;55129;info@nta.de;https://nta.de/
ACTICO;1;9;6;2026-01-12;2862440.0;455000.0;0;Friedrichshafen;88045;RESPOVVVV@rentenbank.de;http://www.actico.com
GRAITEC;1;9;4;2025-06-10;2824656.0;302463.0;0;Hannover;30159;info.germany@graitec.com;http://www.graitec.de
SYSTEMA e.V.;1;9;6;2025-02-14;2726608.0;575000.0;0;Potsdam;14482;nuremberg.vergabe.ps@roedl.com;
HEINLEIN-SUPPORT;5;9;7;2025-11-24;2607377.0;473579.0;0;Berlin;10119;consulting-vergabe@heinlein-support.de;http://www.heinlein-consulting.de
PSITRANSCOM;1;9;7;2026-01-23;2598000.0;2598000.0;0;Berlin;10178;info@psitranscom.de;www.psitranscom.de
CRISTIE;1;9;6;2024-10-21;2542885.0;389725.0;0;Niedernberg;63843;reinhard.tillmann@cristie.de;
BUEROMAYER;1;9;4;2023-08-24;2409694.0;285233.0;0;Hallstadt;96103;einkauf@bueromayer.de;
GENUA;1;9;5;2025-05-12;2287807.0;423922.0;1;Kirchheim bei München;85551;info@genua.de;
Haufe Service Center GmbH;1;9;6;2026-02-20;2163161.0;380000.0;0;Freiburg;79111;tender@rplusp.de;
SYSTEMTECHNIK-ONLINE;1;9;7;2026-02-19;1911059.0;500000.0;0;Sömmerda;99610;info@systemtechnik-online.de;
ADVANOVA;1;9;4;2025-06-10;1889000.0;475000.0;0;Schwaig b.Nürnberg;90571;bastian.bleisinger@advanova.de;
NETMON24;1;9;4;2024-05-02;1821019.0;546043.0;0;Limburg;65552;vertrieb@netmon24.eu;
WTG Communication GmbH;1;9;5;2026-06-09;1810028.0;280709.0;1;Münster;48155;pa@wtg.com;http://www.wtg.com
OUTERMEDIA;1;9;5;2024-01-28;1630906.0;217600.0;0;Berlin;10409;angenehm@outermedia.de;
DITCON;1;9;4;2023-02-24;1584408.0;218551.0;0;Köln;51149;info@ditcon.de;
ATACAMA-KV;1;9;6;2026-02-13;1555776.0;309286.0;0;Bremen;28359;info@atacama-kv.de;https://www.atacama-kv.de/
imsys GmbH & Co. KG;1;9;5;2023-07-04;1501186.0;47351.0;0;Leonberg;71229;;
TEDSOFT;1;9;4;2025-10-23;1408800.0;704400.0;0;Bonn;53225;thomas.frontzek@tedsoft.de;http://tedsoft.de
ATDATA;2;9;5;2025-12-01;1403857.0;144240.0;0;Aulendorf;88326;nathalie.hund@atdata.de;
H&G Hansen & Gieraths EDV Vertriebs GmbH;1;9;6;2025-10-27;1308239.0;194034.0;3;Bonn;53111;Ausschreibungen@hug.de;
CEOTRONICS;3;9;6;2026-04-21;1271710.0;277168.0;0;Rödermark;63322;kevin.galvez.rodriguez@ceotronics.com;
OPENSTORAGE;1;9;6;2022-11-15;1256000.0;628000.0;0;Mainz-Kastel;55252;h.hock@openstorage.de;
SAUERACKER;2;9;8;2026-04-07;1090430.0;279073.0;1;Nürnberg;90411;mdi@saueracker.de;
SHC;1;9;5;2025-12-10;870000.0;435000.0;0;Frankfurt am Main;60327;vertrieb@shc.eu;http://www.shc.eu
ITWATCH;3;9;6;2025-10-21;684357.0;342179.0;0;München;81549;Office.Muenchen@itWatch.de;http://www.itWatch.de/
UNISERV;1;9;6;2026-04-15;664198.0;332099.0;0;Pforzheim;75179;info@uniserv.com;
CONCEPTBOARD;3;9;4;2026-05-13;660240.0;330120.0;0;Halle (Saale);06108;ludwig.weyl@conceptboard.com;
RED COMMERCE GmbH;1;9;6;2026-03-10;660032.0;176120.0;1;Köln;50670;pbogedain@redglobal.com;https://www.redglobal.de/
MEDIAINTERFACE;1;9;5;2026-01-15;640325.0;320163.0;1;Dresden;01067;vertrieb@mediainterface.de;
GUIDECOM;1;9;4;2026-06-25;612700.0;612700.0;0;Münster;48155;ausschreibung@guidecom.de;http://guidecom.de
MEMORYSOLUTION;1;9;7;2025-12-18;555256.0;155383.0;0;Breisach;79206;Dummy-eMail-eVergabe@fb.hamburg.de;
BRISTOL;1;9;7;2026-02-23;530822.0;265411.0;0;Langen;63225;order@bristol.de;
GSA Gesellschaft für Straßenanalyse mbH;1;9;5;2026-04-28;360805.0;65675.0;0;Kaiserslautern;67657;f.fippinger@gsa-mbh.com;
PC-PRODUCTS;1;9;7;2026-06-22;343803.0;70307.0;0;Böblingen;71034;hille@pc-products.de;https://pc-products.de/
APPSPHERE;1;9;6;2025-09-22;214000.0;214000.0;0;Ettlingen;76275;sales@appsphere.com;
ERUM;1;9;7;2025-05-01;168500.0;168500.0;0;Lüneburg;21337;ralf.guenther@werum.de;
NETORIUM;1;9;6;2023-12-12;146072.0;146072.0;0;Wiesbaden;65205;info@netorium.de;
ZTM;1;9;2;2025-04-08;37590.0;11970.0;0;Bad Kissingen;97688;beratung@ztm.de;https://www.ztm.de/
BMC Software Distribution B.V.;2;9;5;2025-10-07;;;0;Schiphol-Rijk;1119 PN;;
CBRAIN;2;9;5;2025-02-13;;;0;Kopenhagen;DK-2100;rl@cbrain.com;
ISARNET;2;9;6;2025-09-09;;;0;München;85356;harald.weikert@isarnet.de;
Kühn & Weyh Software GmbH;1;9;7;2025-07-02;;;0;Freiburg Im Breisgau;79110;info@kwsoft.de;http://www.kwsoft.de
CONVIT;1;9;4;2026-02-25;;;0;Köln;51063;jochen.schon@convit.de;
TNG;1;8;4;2025-12-30;441756003.0;25265729.0;1;Kiel;24106;info@tng.de;
ZEB;1;8;6;2025-08-11;416106490.0;286345.0;0;Münster;48153;Information-Ausschreibungen@zeb.de;
MT GmbH;1;8;5;2023-03-13;192555384.0;16200276.0;0;Ratingen;40882;volker.mischke@mt-ag.com;
"""wilhelm.tel GmbH""";1;8;7;2023-03-30;109410288.0;10962500.0;0;Norderstedt;22846;;
DEUTSCHE-GIGANETZ;3;8;3;2025-12-19;99384023.0;5847388.0;0;Hamburg;20095;info@deutsche-giganetz.de;https://www.deutsche-giganetz.de
ITZ Informationstechnologie GmbH;1;8;6;2024-06-03;90128470.0;4348183.0;0;Essen;45133;info@itz-essen.de;
NOKIA;3;8;7;2025-09-26;58842029.0;11516017.0;0;Stuttgart;70435;press.services@nokia.com;
ENVIATEL;1;8;4;2022-12-23;44146305.0;850881.0;0;Markkleeberg;04416;maik.tannenberg@enviatel.de;
EXXONIT;1;8;6;2025-12-05;29779200.0;14889600.0;2;Hofheim;65719;gf@exxonit.de;
Heusch/Boesefeldt GmbH;1;8;6;2026-06-15;26001878.0;1240361.0;0;Aachen;52078;tenders@heuboe.de;
INFOFABRIK;1;8;6;2025-12-15;22014000.0;1800000.0;1;Wiesbaden;65189;info@infofabrik.de;
MORGENPOST-BRIEFSERVICE;1;8;7;2024-01-25;21875037.0;1629057.0;0;Mannheim;68167;t.janzer@morgenpost-briefservice.de;
HCL Technologies Germany GmbH;1;8;4;2025-12-10;20539450.0;5555099.0;0;Eschborn;65760;customercare@hcl.com;
SOGETI;1;8;5;2024-05-03;20151362.0;3861600.0;1;Ratingen;40882;jens.gruettemeier@sogeti.com;
QUADRIO;1;8;5;2022-09-26;19348000.0;2152000.0;3;Dresden;01309;info@quadrio.de;
MEONA;1;8;4;2022-07-04;16109453.0;6545387.0;4;Freiburg;79100;info@meona.de;
GELSEN-NET;3;8;4;2025-03-19;14120916.0;192234.0;0;Gelsenkirchen;45891;info@gelsen-net.de;https://www.gelsen-net.de/Privatkunden-0221284855.html
GFT;1;8;4;2026-04-01;13969003.0;13969003.0;0;Stuttgart;70567;achim.markert@gft.com;https://www.gft.com
HOB;1;8;6;2023-07-11;13329237.0;920887.0;0;Fürth;90765;therrmann@hob.de;
MCKINSEY;1;8;4;2026-04-08;13045467.0;3413000.0;0;Düsseldorf;40476;contact_us@mckinsey.com;https://www.mckinsey.de
SURESECURE;1;8;3;2024-12-12;12804195.0;930000.0;0;Düsseldorf;40211;info@surescure.de;https://www.suresecure.de/i
FUNKEMEDIEN;1;8;4;2023-03-01;11571217.0;357109.0;0;Essen;45127;roy.thelemann@funkemedien.de;
EXLIBRISGROUP;1;8;5;2026-03-25;10758093.0;183235.0;0;Hamburg;22761;ProposalsTeam-EMEA@exlibrisgroup.com;
DATA-EXPERTS;2;8;6;2025-08-12;10450644.0;1143940.0;0;Neubrandenburg;17033;office@data-experts.de;https://www.data-experts.de/
MHP;1;8;6;2025-09-12;9717216.0;643500.0;0;Ludwigsburg;71638;magnus.marzi@mhp.com;
Werkstatt Lebenshilfe Bergisches Land GmbH;1;8;7;2026-05-18;9656104.0;388202.0;0;Wermelskirchen;42929;info@lhbl.de;http://www.lhbl.de
ALTER-SOLUTIONS;1;8;7;2026-02-16;9023650.0;1000000.0;1;Düsseldorf;40219;digital@alter-solutions.com;
FUNKWERK;2;8;6;2024-07-30;8273805.0;8273805.0;1;Karlsfeld;85757;christoph.harm@funkwerk.com;
AXENTIA;3;8;7;2026-04-09;8141969.0;775582.0;0;Linköping;583 30;ms@axentia.se;http://axentia.se/de
ATSEC;1;8;5;2026-02-17;7018000.0;1250000.0;0;München;81667;office@atsec.com;
JOIN;1;8;7;2026-02-25;6447769.0;700000.0;0;Magdeburg;39104;sales@join.de;http://www.join.de
TRAFFGOROAD;1;8;6;2025-12-19;6383685.0;544008.0;0;Krefeld;47798;wahle@traffgoroad.com;
CP-CHEMNITZ;1;8;6;2024-01-29;6359612.0;1169054.0;0;Chemnitz;09128;jenny.kauf@cp-chemnitz.de;
INITSE;1;8;4;2024-11-25;6290869.0;1702919.0;0;Karlsruhe;76131;webmaster@initse.com;
LW-DATENTECHNIK;1;8;6;2026-03-20;5708254.0;2792502.0;0;Filderstadt;70794;info@lw-datentechnik.de;
LUCAS-NUELLE;2;8;5;2025-08-04;5561904.0;692694.0;0;Kerpen;50170;vergaben@lucas-nuelle.de;
DKSR;4;8;2;2025-11-03;5056387.0;584425.0;0;Berlin;10781;angebote@dksr.city;http://dksr.city
CompuStore GmbH;1;8;3;2022-11-17;4753715.0;350878.0;0;Regensburg;93053;d.reinartz@eduxpert.de;
SCHULTECH;1;8;3;2026-04-21;4663746.0;260275.0;0;Hüttisheim;89185;konto@schultech.de;
RATIODATA;1;8;4;2025-12-30;4375878.0;313080.0;0;Münster;48155;public-tender@ratiodata.de;http://www.ratiodata.de
FUNKTEL;1;8;7;2025-10-17;4352769.0;2176384.0;0;Salzgitter;38259;info@funktel.com;
FICHTNER;3;8;6;2026-03-23;4202353.0;599500.0;0;Stuttgart;70191;registrierung@fichtner.de;
BENSE;1;8;4;2023-01-05;3846430.0;314469.0;0;Düsseldorf;48143;harry.doepke@bense.net;
CCE-SYSTEME;2;8;5;2026-06-22;3824370.0;3824370.0;0;Dresden;01139;info@cce-systeme.de;
BE-ANTEC;3;8;5;2026-06-29;3818962.0;695641.0;0;Nürnberg;90475;vertrieb@be-antec.de;
PHYWE;1;8;4;2025-06-02;3796540.0;210769.0;0;Göttingen;37079;info@phywe.de;
OFFICE-PRODUCTS;1;8;6;2025-04-07;3692657.0;312080.0;0;Kirchheim;73230;g.mueller@office-products.de;http://www.office-products.de
PCO AG;1;8;4;2024-10-21;3637225.0;539300.0;0;Osnabrück;49090;ausschreibung@pco-online.de;https://www.pco-online.de
TELBA-GMBH;2;8;5;2023-07-07;3598671.0;346016.0;0;Löbichau;04626;kontakt@telba-gmbh.de;
ITMedia Consult AG;1;8;5;2022-12-12;3411757.0;705378.0;0;Züsch;54422;;
Unify Software and Solutions GmbH & Co. KG;1;8;5;2025-12-17;3402209.0;1701104.0;0;München;81739;eckard.langer@mitel.com;
HONEYWELL;2;8;8;2025-07-22;3399622.0;269885.0;0;Offenbach am Main;63067;michael.gerach@honeywell.com;
CAMPUSUNITY;2;8;4;2025-11-03;3326053.0;283523.0;0;Rödermark;63322;pmo@campusunity.de;
MABINSO;2;8;4;2025-12-17;3111398.0;267800.0;0;Hamburg;21079;support@mabinso.com;
GORDION;1;8;6;2026-04-28;3079422.0;330596.0;0;Troisdorf;53842;info@gordion.de;http://www.gordion.de
ISYDE;1;8;4;2023-07-24;2979527.0;256260.0;0;Balge;31609;info@isyde.de;
IBISONLINE;2;8;5;2026-05-04;2751872.0;69315.0;0;Bindlach;95463;vertrieb@ibisonline.de;
Alfred Horn Systemhaus GmbH;1;8;4;2023-04-17;2741645.0;68095.0;0;Kulmbach;95326;va@3d-drucker.org;
Airbus Secure Land Communications GmbH;1;8;6;2026-02-19;2630235.0;1315118.0;0;Ulm;890;christian.bienek@airbus.com;https://criticalcommunications.airbus.com/de
TUKOM;1;8;6;2026-02-25;2600546.0;500000.0;0;Schondorf am Ammersee;86938;info@tukom.de;www.tukom.de
LD-DIDACTIC;1;8;6;2025-02-03;2459495.0;145632.0;0;Hürth;50354;smanz@ld-didactic.de;
ABODIA;4;8;5;2026-05-18;2436976.0;405725.0;0;Schwanewede;28790;abodia@abodia.de;
ALTAIR;1;8;4;2023-02-07;2384277.0;241675.0;0;Böblingen;71034;information@altair.de;
FS Elektronik GmbH;1;8;5;2026-06-02;2343622.0;272021.0;0;Riegelsberg;66292;vergabe@kabelmeister.de;https://www.kabelmeister.de/
CHRISTIANI;6;8;4;2025-02-03;2317783.0;291829.0;0;Konstanz;78464;dennis.breder@christiani.de;
CAMPUSGENIUS;2;8;5;2026-06-11;2286137.0;264082.0;0;Dresden;01099;vergabe@campusgenius.com;
AVS;1;8;4;2024-01-26;2209460.0;293432.0;0;Bayreuth;95444;service@avs.de;
EUROBOS;1;8;7;2025-05-08;2117398.0;418532.0;0;Koblenz;56072;info@eurobos.de;
ISIMKO;1;8;4;2025-10-07;2032633.0;306781.0;0;Cottbus;03044;info@isimko.de;http://www.isimko.de
HAAI;3;8;5;2026-04-14;2004664.0;437665.0;0;Wien;1100;bieterportal-alt@deutschebahn.com;
PKE Deutschland GmbH;1;8;8;2026-01-29;1958865.0;472040.0;0;München;80687;Hannover@pke-de.com;
ERNW;1;8;6;2025-06-03;1813017.0;409575.0;0;Heidelberg;69124;beispiel@beispiel.de;
MVC;3;8;4;2025-10-06;1808700.0;904350.0;0;Kronberg;61476;markus.mattern@mvc.de;http://www.mvc.de
BMK Office Service GmbH & Co. KG;1;8;5;2024-10-01;1800444.0;421870.0;0;Achim;28832;awaliczek@bmk-online.de;
KREUZWERKER;1;8;3;2023-01-31;1783530.0;369942.0;0;Berlin;10969;info@kreuzwerker.de;
NUANCE;4;8;4;2025-01-08;1736336.0;868168.0;0;Dublin;D02 R296;dustin.classen@nuance.com;https://www.nuance.com/de-de/index.html
Handwerkskammer Heilbronn-Franken;1;8;3;2026-04-15;1586000.0;217000.0;0;Nürnberg;90489;mk@kasedorf.de;
SCHEIDT-BACHMANN;3;8;5;2024-08-12;1567196.0;264759.0;0;Mönchengladbach;41238;impressum@scheidt-bachmann.de;
ALBAKOM;1;8;4;2025-08-15;1477140.0;552935.0;0;Rostock;18069;auftrag@albakom.de;https://www.albakom.de/
CHRISTMANN;2;8;6;2026-01-26;1440796.0;370246.0;0;Ilsede;31241;mail@christmann.info;http://christmann.info
DOKSYSTEME;3;8;7;2025-07-25;1355600.0;677800.0;0;Planegg-Martinsried;82152;vertrieb@doksysteme.de;
CENIT;2;8;5;2025-12-18;1296380.0;648190.0;0;Berlin;12435;m.frihs@cenit.com;http://cenit.com
COMTEC-DO;1;8;5;2026-02-25;1287980.0;223680.0;0;Dortmund;44147;office@comtec-do.de;
CONCENTRADE;2;8;6;2025-12-09;1286322.0;292489.0;0;Dortmund;44227;info@concentrade.de;
DATEV;1;8;6;2026-03-10;1261390.0;220129.0;0;Nürnberg;90431;sabine.frenzel@datev.de;
EVENTIM;1;8;6;2025-11-04;1245854.0;206365.0;0;Bremen;28195;inhouse.vti@eventim.de;
MEDAVIS;3;8;5;2026-03-24;1229745.0;614873.0;0;Karlsruhe;76185;vertrieb@medavis.de;
UNIVENTION;1;8;5;2025-07-21;1205200.0;265200.0;0;Bremen;28359;vertrieb@univention.de;
BOC Information Technologies Consulting GmbH;1;8;4;2024-08-06;1082500.0;336000.0;0;Berlin;10245;vertrieb@boc-de.com;
WE are XR GmbH;2;8;4;2024-12-09;996212.0;498106.0;0;Moers;47445;m.dierking@we-are-xr.de;
RR Software GmbH;1;8;6;2025-03-20;977635.0;393961.0;0;Hasselfelde;38899;vertrieb@antrago.de;
GAI-NETCONSULT;1;8;4;2024-10-04;794854.0;397427.0;4;Berlin;13507;vertrieb@gai-netconsult.de;
DEMICON;1;8;6;2026-04-02;777024.0;388512.0;0;Stuttgart;70174;contact@demicon.com;
HP-SCHMITZ;1;8;6;2024-04-29;760760.0;239760.0;0;Berlin;12459;t.adam@HP-Schmitz.eu;
QUENTIC;1;8;5;2026-03-17;717957.0;227090.0;0;Berlin;10247;sales-am@quentic.com;www.quentic.de
Schönhofer Sales and Engineering GmbH;1;8;5;2026-05-26;702914.0;351457.0;0;Siegburg;53721;vertrieb@schoenhofer.de;
SPRINGER;3;8;6;2026-04-24;693237.0;346619.0;0;Berlin;14197;hendrik.pugge@springer.com;
MAXXYS;1;8;4;2025-06-16;491597.0;245799.0;0;Butzbach;35510;sales@maxxys.de;https://maxxys.de
Information Services Group Germany GmbH;1;8;5;2026-01-19;443300.0;443300.0;0;Frankfurt am Main;60311;heino.huettner@isg-one.com;
MEDIAKOM-ONLINE;1;8;7;2026-04-13;434256.0;217128.0;0;Aschau i. Ch.;83229;info@mediakom-online.de;http://www.mediakom-online.de
LIZENZDIREKT;2;8;4;2025-10-07;402545.0;201273.0;0;Fischerhude;28870;vergabe@lizenzdirekt.com;http://www.lizenzdirekt.com
m-com Daten u. Kommunikationssysteme GmbH;2;8;6;2025-02-27;378373.0;378373.0;0;Lübeck;23564;info@m-com.de;
DFCSYSTEMS;1;8;4;2025-12-23;354818.0;177409.0;1;München;81669;sales@dfcsystems.de;
OBJECTIVE-PARTNER;1;8;4;2025-08-26;353000.0;353000.0;0;Weinheim;69469;experten@objective-partner.de;
PAPENMEIER;1;8;4;2025-07-28;214000.0;214000.0;0;Schwerte;58239;info@papenmeier.de;
T60;3;8;3;2025-04-30;198980.0;198980.0;2;München;80331;sales@t60.com;https://www.t60.com
REALTECH;1;8;5;2025-11-25;198948.0;198948.0;0;Leimen;69181;service-team@realtech.com;http://www.realtech.com
Management Solutions Information Technology GmbH;2;8;4;2025-10-22;180000.0;180000.0;0;Wien;1020;josef.steindl@msit.at;
GORISCON;1;8;6;2026-02-03;29120.0;29120.0;0;Rosenheim;83022;info@goriscon.de;www.goriscon.de
EY GmbH & Co. KG Wirtschaftsprüfungsgesellschaft;2;8;2;2025-09-26;;;1;Eschborn;65760;marc.schuetz@de.ey.com;
KRONGAARD;1;8;4;2026-02-09;;;2;Hamburg;20355;ausschreibungen@krongaard.de;http://www.krongaard.de
ATIX;3;8;6;2026-05-04;;;0;Garching;85748;ausschreibung@atix.de;
ADVANCED-NEXUS;1;8;2;2025-08-29;;;0;Kleinmachnow;14532;marco.bellmann@advanced-nexus.com;
MICROSTRATEGY;1;8;8;2025-10-13;;;0;Köln;50968;info-de-germany@microstrategy.com;
HENSOLDT;2;8;7;2026-04-28;;;0;Taufkirchen;82024;info@hensoldt.net;https://www.hensoldt.net
STRIJBOSCH;1;8;5;2025-08-05;;;1;Essen;45138;info@strijbosch.de;
AMORIABOND;1;8;3;2024-10-08;;;0;Köln;50667;sven.schuette@amoriabond.de;
SOLIT;1;8;4;2026-01-20;;;0;Bergisch Gladbach;51429;r.lemmen@solit.de;
Keine Angabe – der Zuschlag ging an mehrere Bieter, die weiterhin im Wettbewerb stehen;1;8;6;2022-04-17;;;28;Keine Angabe;;;
Bechtle GmbH IT.Systemhaus Berlin;1;7;4;2023-05-02;980639000.0;29900000.0;0;Berlin;10553;;
FINBRIDGE;1;7;3;2025-12-21;555821000.0;140100000.0;1;Bad Homburg;61348;RESPOVVVV@rentenbank.de;https://www.finbridge.de/
CAMPANA-SCHOTT;3;7;5;2025-11-10;415500000.0;415500000.0;0;Hamburg;20095;ausschreibungen@campana-schott.com;https://www.campana-schott.com/
MTG Münchener Telefongesellschaft mbH;1;7;6;2025-11-24;319407569.0;120377.0;0;München;81825;jung@mtg-systemhaus.de;https://www.mtg-systemhaus.de
msg for banking ag;4;7;3;2026-04-08;140100000.0;140100000.0;1;Frankfurt am Main,;60549;RESPOVVVV@rentenbank.de;https://www.msgforbanking.de
CITIPOST-GOETTINGEN;1;7;5;2025-01-13;139505616.0;36570000.0;0;Göttingen;37079;d.borchert@citipost-goettingen.de;
ALMEX;1;7;6;2026-02-03;125454000.0;62727000.0;0;Hannover;30539;sales-office@almex.de;
PANDACOM;1;7;7;2026-04-10;68968149.0;7747528.0;0;Dreieich-Sprendlingen;63303;ehrenfeld@pandacom.de;
ADWEKO;1;7;5;2024-05-06;64799936.0;5070000.0;1;Walldorf;69190;info@adweko.de;
TELEXIOM;1;7;6;2022-03-10;58137156.0;1182720.0;0;Köln;50672;bid@telexiom.de;
ITSLEARNING;1;7;3;2025-07-07;36687171.0;4563140.0;0;Berlin;10243;info.de@itslearning.com;https://de.itslearning.com/index.aspx
SOPTIM AG;1;7;5;2024-09-01;36544918.0;18272459.0;0;Aachen;52072;bieterportal-alt@deutschebahn.com;
TCS Cards & Services GmbH;1;7;5;2026-01-05;33059507.0;318434.0;0;Bamberg;96052;mvdheijden@tc-s.eu;http://www.gnc-cardservices.de
KABELSAT;1;7;2;2026-02-24;30758466.0;1270962.0;3;Bergen auf Rügen;18528;info@kabelsat.net;
NETCOM-CS;1;7;4;2025-10-07;26139297.0;2250573.0;0;Berlin;10179;Ausschreibung@netcom-cs.de;
EXXCELLENT;1;7;5;2026-05-26;25041014.0;12520507.0;0;Ulm;89075;gerhard.gruber@exxcellent.de;
SIV;2;7;6;2026-05-13;23438140.0;3209616.0;0;Roggentin;18184;info@siv.de;
MGM Consulting Partners GmbH;1;7;5;2024-01-05;22464000.0;9642000.0;1;Hamburg;20457;info@mgm-cp.com;
AKGSOFTWARE;1;7;5;2025-12-19;20835937.0;315250.0;0;Heitersheim;79423;info@akgsoftware.de;http://www.akgsoftware.de
Softgate GmbH;1;7;6;2022-12-22;20016461.0;2033894.0;0;erlangen;91052;vertrieb@soft-gate.de;
Computercenter AG & Co. oHG;2;7;5;2026-06-01;18353271.0;1751253.0;0;Regensburg;93053;ausschreibung@eduxpert.de;http://www.glasfaserplus.de
SUEDWESTMAIL;1;7;5;2025-03-31;16863694.0;1047804.0;0;Langenau;89129;O.Handke@suedwestmail.de;www.suedwestmail.de
PROTIVITI;1;7;4;2025-11-14;14145650.0;4399250.0;1;Frankfurt am Main;60325;contact@protiviti.de;http://www.protiviti.de
NEUESHANDELN;1;7;5;2026-01-16;13937180.0;5293590.0;0;Köln;50674;akquise@neueshandeln.de;
4K-ANALYTICS;1;7;5;2026-05-18;13562980.0;6781490.0;4;Leipzig;04109;kontakt@4k-analytics.de;
LANGMATZ;1;7;4;2023-10-12;13555141.0;925110.0;0;Garmisch-Partenkirchen;82467;j.husel@langmatz.de;
THINKPROJECT;5;7;3;2025-06-30;13547014.0;6773507.0;0;München;81671;info@thinkproject.com;
BISPING;1;7;6;2025-10-10;13432835.0;2161642.0;0;Lauf a. d. Pegnitz;91207;ausschreibung@bisping.de;https://www.bisping.de/
UDG;2;7;5;2026-05-04;12419000.0;6209500.0;0;Mainz;55120;team.publicsector@udg.de;https://www.udg.de
PFLEGEPLATZMANAGER;1;7;2;2023-12-22;12406910.0;645420.0;0;Greiz;07973;vergabe@pflegeplatzmanager.de;http://www.pflegeplatzmanager.de
EBCSOFT;1;7;4;2025-06-27;12401069.0;2951882.0;0;Leipzig;04109;vergabe@EBCsoft.de;http://www.ebcsoft.de
MCL IT;1;7;2;2022-12-13;11502325.0;243095.0;0;Böblingen;04103;;
DOCCONSULT;1;7;5;2025-06-30;10493366.0;324863.0;0;Bonn;53177;info@docconsult.gmbh;
QUESTAX;5;7;4;2026-03-16;10200000.0;10200000.0;1;Heidelberg;69115;ausschreibungen@questax.com;
PCola IT-Service;1;7;5;2023-09-11;9513055.0;268698.0;0;Usingen;61250;;
COLOGNE-HUNTERS;2;7;5;2025-04-21;9430231.0;307297.0;14;Köln;50677;kontakt@cologne-hunters.de;
Breitenbach Software-Engineering GmbH;1;7;5;2023-08-12;8948753.0;945000.0;0;Möhnesee;59519;eb@bb-sw.de;
TASTEONE;2;7;3;2024-10-24;8929312.0;1200000.0;0;Leverkusen;51377;ausschreibung@tasteone.eu;
NAVIGA;2;7;5;2025-07-28;8878531.0;1454540.0;1;Achim;28832;info@naviga.de;
EBF;1;7;5;2026-05-20;8693426.0;599900.0;1;Köln;50988;sales@ebf.com;
BMS-CONSULTING;2;7;5;2025-12-17;8589589.0;1604912.0;1;Düsseldorf;40217;info@bms-consulting.de;
BRIDGEFIELD;1;7;6;2026-05-04;8323096.0;4161548.0;0;Magdeburg;369114;daniel.vogel@bridgefield.de;http://www.bridgefield.de
VATER-GRUPPE;2;7;5;2026-06-01;8277849.0;517946.0;1;Hamburg;22761;VBU-VI@vater-gruppe.de;
VMT Düssel GmbH;2;7;4;2025-12-10;7855144.0;360213.0;0;Essen;45356;denise.woelk@vmt-duessel.de;
PRISMA-SOLUTIONS;1;7;5;2024-12-20;6911834.0;686000.0;2;Berlin;10119;office@prisma-solutions.de;
IC-CONSULT;1;7;4;2025-10-13;6600708.0;3300354.0;0;München;80807;sales@ic-consult.com;
P&I UG (haftungsbeschränkt);1;7;6;2025-12-23;6270710.0;654710.0;0;Hamburg;20457;mwiemann@pi-ag.com;
ALPHA2000;1;7;5;2024-04-03;5629831.0;1375000.0;0;Leipzig;04347;leipzig@alpha2000.de;https://www.alpha2000.de
MAYER-NETWORK;2;7;6;2024-10-28;5401320.0;345000.0;0;Heilbronn;74078;ausschreibung@mayer-network.com;
Sys-it GmbH;1;7;3;2023-05-09;5230648.0;543723.0;0;Husum;25813;;
MAGNETFORENSICS;3;7;3;2024-12-11;5096393.0;373991.0;0;München;80333;sales@magnetforensics.com;
BALKE-HAMBURG;1;7;6;2025-12-23;4981841.0;426481.0;1;Oststeinbek;22113;extra-office@balke-hamburg.de;
GROUP24;3;7;5;2026-05-22;4870812.0;736441.0;0;Gescher;48712;el@group24.de;http://www.group24.de
ENTEGA;3;7;4;2026-03-02;4822521.0;570426.0;2;Darmstadt;64293;peter.zimmer@entega.de;
IB&T Software GmbH;1;7;4;2025-11-06;4790937.0;308916.0;0;Norderstedt;22848;vertrieb@card-1.com;
Max Müller;1;7;6;2024-12-17;4753771.0;1482992.0;0;Bremen;28279;info@mm-bremen.de;
CONRAD;1;7;4;2024-12-17;4603775.0;145632.0;0;Hirschau;92240;sarah.knab@conrad.de;
PTV Planung Transport Verkehr AG;1;7;5;2025-12-02;4343849.0;526877.0;0;Karlsruhe;76131;traffic.documentation@ptvgroup.com;
