Firma;Register_ID;Gruppe;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web;Aufloesung
Haufe Service Center GmbH;B1204_HRB5718;;9;6;2026-02-20;2163161.0;380000.0;0;Freiburg;79111;tender@rplusp.de;;handelsregister_exakt
CODA Computer und Programme GmbH Erfurt;Y1206_HRB100056;CODA-ERFURT;9;5;2023-11-23;2014325.0;340000.0;0;Erfurt;99085;rkoeditz@coda-erfurt.de;;handelsregister_exakt
Kaenguruh the world of paper;;KAENGURUH-PAPER;9;7;2023-09-19;1988606.0;394931.0;0;Kassel;34281;verkauf@kaenguruh-paper.de;;nur_name
SYSTEMTECHNIK GmbH;Y1206_HRB514048;SYSTEMTECHNIK-ONLINE;9;7;2026-02-19;1911059.0;500000.0;0;Sömmerda;99610;info@systemtechnik-online.de;;handelsregister_exakt
ADVANOVA GmbH;D3304V_HRB13438;ADVANOVA;9;4;2025-06-10;1889000.0;475000.0;0;Schwaig b.Nürnberg;90571;bastian.bleisinger@advanova.de;;handelsregister_exakt
netmon24 GmbH & Co. KG;M1706_HRA3224;NETMON24;9;4;2024-05-02;1821019.0;546043.0;0;Limburg;65552;vertrieb@netmon24.eu;;handelsregister_exakt
WTG Communication GmbH;R2713_HRB5701;;9;5;2026-06-09;1810028.0;280709.0;1;Münster;48155;pa@wtg.com;http://www.wtg.com;handelsregister_exakt
Outermedia GmbH;F1103R_HRB86452;OUTERMEDIA;9;5;2024-01-28;1630906.0;217600.0;0;Berlin;10409;angenehm@outermedia.de;;handelsregister_exakt
Ditcon GmbH;R3306_HRB77813;DITCON;9;4;2023-02-24;1584408.0;218551.0;0;Köln;51149;info@ditcon.de;;handelsregister_exakt
atacama KV Software GmbH & Co. KG;H1101_H1101_HRA28337;ATACAMA-KV;9;6;2026-02-13;1555776.0;309286.0;0;Bremen;28359;info@atacama-kv.de;https://www.atacama-kv.de/;handelsregister_exakt
Airbus Defence and Space GmbH;D2601V_HRB107648;AIRBUS;9;5;2024-12-19;1541708.0;1541708.0;0;Immenstaad am Bodensee;88090;tsx.sost@airbus.com;;handelsregister_exakt
imsys GmbH & Co. KG;;;9;5;2023-07-04;1501186.0;47351.0;0;Leonberg;71229;;;nur_name
TEDSoft GmbH;R3201_HRB8532;TEDSOFT;9;4;2025-10-23;1408800.0;704400.0;0;Bonn;53225;thomas.frontzek@tedsoft.de;http://tedsoft.de;handelsregister_exakt
H&G Hansen & Gieraths EDV Vertriebs GmbH;;;9;6;2025-10-27;1308239.0;194034.0;3;Bonn;53111;Ausschreibungen@hug.de;;nur_name
OpenStorage GmbH;M1906_HRB8982;OPENSTORAGE;9;6;2022-11-15;1256000.0;628000.0;0;Mainz-Kastel;55252;h.hock@openstorage.de;;handelsregister_exakt
webit! Gesellschaft für neue Medien mbH;U1104_HRB15422;EBIT;9;6;2025-10-01;1130303.0;280466.0;0;Dresden;01277;haubold@webit.de;www.webit.de;handelsregister_exakt
Serverhero GmbH;R3306_HRB92017;SERVERHERO;9;4;2025-12-15;1054239.0;296668.0;0;Köln;50858;info@serverhero.de;http://www.serverhero.de;handelsregister_exakt
Kairos GmbH;B8535_HRB712769;KAIROS;9;8;2025-12-01;1034204.0;221500.0;0;Bochum;44801;sales@kairos.de;https://www.kairos.de;handelsregister_exakt
visunext SE;DE358703916;VISUNEXTGROUP;9;4;2026-02-18;1029802.0;210037.0;0;Emsdetten;48282;tender@visunextgroup.com;http://www.visunext.de;ted_nationalid
Siemens Healthcare GmbH;D2601V_HRB213821;SIEMENS-HEALTHINEERS;9;5;2024-09-13;1016563.0;215001.0;0;Erlangen;91052;Ausschreibungen.Team@siemens-healthineers.com;https://www.siemens-healthineers.com/;handelsregister_exakt
SHC Netzwerktechnik GmbH;M1201_HRB74301;SHC;9;5;2025-12-10;870000.0;435000.0;0;Frankfurt am Main;60327;vertrieb@shc.eu;http://www.shc.eu;handelsregister_exakt
ACP GmbH;B8535_HRB502036;ACP;9;5;2026-01-05;791569.0;395784.0;0;Leinfelden-Echterdingen;70771;stuttgart@acp.de;http://www.acp.de;handelsregister_exakt
UNISERV GmbH;B8535_HRB501535;UNISERV;9;6;2026-04-15;664198.0;332099.0;0;Pforzheim;75179;info@uniserv.com;;handelsregister_exakt
RED COMMERCE GmbH;R3306_HRB55607;;9;6;2026-03-10;660032.0;176120.0;1;Köln;50670;pbogedain@redglobal.com;https://www.redglobal.de/;handelsregister_exakt
Xitaso GmbH IT & Software Solutions;D2102V_HRB26702;XITASO;9;4;2025-05-19;645003.0;215001.0;0;Augsburg;86153;info@xitaso.com;;handelsregister_exakt
MediaInterface GmbH;U1104_HRB32331;MEDIAINTERFACE;9;5;2026-01-15;640325.0;320163.0;1;Dresden;01067;vertrieb@mediainterface.de;;handelsregister_exakt
GuideCom GmbH;R2713_HRB5809;GUIDECOM;9;4;2026-06-25;612700.0;612700.0;0;Münster;48155;ausschreibung@guidecom.de;http://guidecom.de;handelsregister_exakt
Memorysolution GmbH;B1204_HRB700126;MEMORYSOLUTION;9;7;2025-12-18;555256.0;155383.0;0;Breisach;79206;Dummy-eMail-eVergabe@fb.hamburg.de;;handelsregister_exakt
The Bristol Group Deutschland GmbH;M1103_M1106_HRB2747;BRISTOL;9;7;2026-02-23;530822.0;265411.0;0;Langen;63225;order@bristol.de;;handelsregister_exakt
GSA Gesellschaft für Straßenanalyse mbH;T3201V_HRB2231;;9;5;2026-04-28;360805.0;65675.0;0;Kaiserslautern;67657;f.fippinger@gsa-mbh.com;;handelsregister_exakt
PC Products Hille e.K.;B8534_HRA732599;PC-PRODUCTS;9;7;2026-06-22;343803.0;70307.0;0;Böblingen;71034;hille@pc-products.de;https://pc-products.de/;handelsregister_exakt
Siemens Healthineers AG;D2601V_HRB237558;SIEMENS-HEALTHINEERS;9;3;2026-03-24;245167.0;245167.0;0;Erlangen;91052;ausschreibungen.team@siemens-healthineers.com;www.siemens-healthineers.com;handelsregister_exakt
Hydrotec Ingenieurgesellschaft für Wasser und Umwelt mbH;;HYDROTEC;9;5;2022-02-28;232465.0;232465.0;0;Aachen;52066;eilika.matuscheck@hydrotec.de;;nur_name
AppSphere AG;B8535_HRB709034;APPSPHERE;9;6;2025-09-22;214000.0;214000.0;0;Ettlingen;76275;sales@appsphere.com;;handelsregister_exakt
Werum IT Solutions AG;P2507_HRB2262;ERUM;9;7;2025-05-01;168500.0;168500.0;0;Lüneburg;21337;ralf.guenther@werum.de;;handelsregister_exakt
Netorium GmbH;M1906_HRB13230;NETORIUM;9;6;2023-12-12;146072.0;146072.0;0;Wiesbaden;65205;info@netorium.de;;handelsregister_exakt
ZTM Bad Kissingen GmbH;D4608V_HRB6619;ZTM;9;2;2025-04-08;37590.0;11970.0;0;Bad Kissingen;97688;beratung@ztm.de;https://www.ztm.de/;handelsregister_exakt
Dedalus HealthCare GmbH;DE 172711289;DEDALUS;9;2;2024-12-27;;;0;Bonn;53227;karin.apel@dedalus.com;https://www.dedalusgroup.de;ted_nationalid
Convit GmbH;R3306_HRB92592;CONVIT;9;4;2026-02-25;;;0;Köln;51063;jochen.schon@convit.de;;handelsregister_exakt
Kühn & Weyh Software GmbH;B1204_HRB2020;;9;7;2025-07-02;;;0;Freiburg Im Breisgau;79110;info@kwsoft.de;http://www.kwsoft.de;handelsregister_exakt
ICS Endava SRL;1002600023471;ENDAVA;8;1;2025-02-03;1128000000.0;56000000.0;0;Chisinau;MD 2025 Chisinau;info@endava.com;https://www.endava.com;ted_nationalid
Telekom Deutschland GmbH, Infrastrukturvertrieb Südwest;HRB 5919;TELEKOM;8;3;2024-06-12;583121110.0;56175925.0;0;Nürnberg;90441;infrastruktur-sued@telekom.de;http://www.telekom.de;ted_nationalid
TNG Stadtnetz GmbH;X1517R_HRB6002KI;TNG;8;4;2025-12-30;441756003.0;25265729.0;1;Kiel;24106;info@tng.de;;handelsregister_exakt
zeb.rolfes.schierenbeck.associates gmbh;R2713_HRB3745;ZEB;8;6;2025-08-11;416106490.0;286345.0;0;Münster;48153;Information-Ausschreibungen@zeb.de;;handelsregister_exakt
MT GmbH;B8534_HRB745152;;8;5;2023-03-13;192555384.0;16200276.0;0;Ratingen;40882;volker.mischke@mt-ag.com;;handelsregister_exakt
"""wilhelm.tel GmbH""";X1517R_HRB4216NO;;8;7;2023-03-30;109410288.0;10962500.0;0;Norderstedt;22846;;;handelsregister_exakt
MUENET GmbH;R2707_HRB12329;MUENET;8;7;2025-11-11;94675555.0;9686204.0;4;Rosendahl;48720;info@muenet.net;https://www.muenet.net;handelsregister_exakt
ITZ Informationstechnologie GmbH;R2503_HRB10707;;8;6;2024-06-03;90128470.0;4348183.0;0;Essen;45133;info@itz-essen.de;;handelsregister_exakt
envia TEL GmbH;U1308_HRB24812;ENVIATEL;8;4;2022-12-23;44146305.0;850881.0;0;Markkleeberg;04416;maik.tannenberg@enviatel.de;;handelsregister_exakt
Breitbandtechnik Deutschland GmbH;;BREITBANDTECHNIK;8;2;2023-03-15;31123658.0;929582.0;0;Nürtingen;72622;rouven.korreik@breitbandtechnik.de;;nur_name
exxonit GmbH;M1201_HRB91309;EXXONIT;8;6;2025-12-05;29779200.0;14889600.0;2;Hofheim;65719;gf@exxonit.de;;handelsregister_exakt
Heusch/Boesefeldt GmbH;R3101_HRB2408;;8;6;2026-06-15;26001878.0;1240361.0;0;Aachen;52078;tenders@heuboe.de;;handelsregister_exakt
InfoFabrik GmbH;M1906_HRB29555;INFOFABRIK;8;6;2025-12-15;22014000.0;1800000.0;1;Wiesbaden;65189;info@infofabrik.de;;handelsregister_exakt
MORGENPOST Briefservice GmbH;B8535_HRB8211;MORGENPOST-BRIEFSERVICE;8;7;2024-01-25;21875037.0;1629057.0;0;Mannheim;68167;t.janzer@morgenpost-briefservice.de;;handelsregister_exakt
HCL Technologies Germany GmbH;M1201_HRB97976;;8;4;2025-12-10;20539450.0;5555099.0;0;Eschborn;65760;customercare@hcl.com;;handelsregister_exakt
Sogeti Deutschland GmbH;R1101_HRB38778;SOGETI;8;5;2024-05-03;20151362.0;3861600.0;1;Ratingen;40882;jens.gruettemeier@sogeti.com;;handelsregister_exakt
Quadrio Beratungsgesellschaft mbH;U1104_HRB30495;QUADRIO;8;5;2022-09-26;19348000.0;2152000.0;3;Dresden;01309;info@quadrio.de;;handelsregister_exakt
Deutsche Telekom Business Solution GmbH;;TELEKOM;8;4;2023-07-17;18230954.0;1336421.0;1;Bonn;53227;peter.geiger@telekom.de;;nur_name
Meona GmbH;B1204_HRB702682;MEONA;8;4;2022-07-04;16109453.0;6545387.0;4;Freiburg;79100;info@meona.de;;handelsregister_exakt
GIS Consult GmbH;;GIS-CONSULT;8;5;2024-10-17;15980007.0;452900.0;0;Haltern am See;45721;info@gis-consult.de;;nur_name
Deutsche Telekom Business Solutions GmbH LK NW;HRB 19645;TELEKOM;8;3;2026-05-18;14044538.0;2300000.0;0;Düsseldorf;40547;Tanja.Meickmann@telekom.de;http://geschaeftskunden.telekom.de/;ted_nationalid
GFT Technologies Aktiengesellschaft;B1204_HRB602337;GFT;8;4;2026-04-01;13969003.0;13969003.0;0;Stuttgart;70567;achim.markert@gft.com;https://www.gft.com;handelsregister_exakt
HOB Aktiengesellschaft;M1201_HRB45144;HOB;8;6;2023-07-11;13329237.0;920887.0;0;Fürth;90765;therrmann@hob.de;;handelsregister_exakt
McKinsey & Company, Inc.;R1101_HRB10369;MCKINSEY;8;4;2026-04-08;13045467.0;3413000.0;0;Düsseldorf;40476;contact_us@mckinsey.com;https://www.mckinsey.de;handelsregister_exakt
suresecure GmbH;R1402_HRB16499;SURESECURE;8;3;2024-12-12;12804195.0;930000.0;0;Düsseldorf;40211;info@surescure.de;https://www.suresecure.de/i;handelsregister_exakt
FUNKE Post GmbH;;FUNKEMEDIEN;8;4;2023-03-01;11571217.0;357109.0;0;Essen;45127;roy.thelemann@funkemedien.de;;nur_name
Ex Libris (Deutschland) GmbH;K1101R_HRB63644;EXLIBRISGROUP;8;5;2026-03-25;10758093.0;183235.0;0;Hamburg;22761;ProposalsTeam-EMEA@exlibrisgroup.com;;handelsregister_exakt
LVZ Post GmbH;;LVZ;8;3;2022-02-07;10112062.0;5056031.0;0;Leipzig;04159;jana.boehm@lvz.de;;nur_name
MHP Management- und IT-Beratung GmbH;B8534_HRB205571;MHP;8;6;2025-09-12;9717216.0;643500.0;0;Ludwigsburg;71638;magnus.marzi@mhp.com;;handelsregister_exakt
Werkstatt Lebenshilfe Bergisches Land GmbH;R3306_HRB36259;;8;7;2026-05-18;9656104.0;388202.0;0;Wermelskirchen;42929;info@lhbl.de;http://www.lhbl.de;handelsregister_exakt
ALTER SOLUTIONS Deutschland GmbH;R1101_HRB82865;ALTER-SOLUTIONS;8;7;2026-02-16;9023650.0;1000000.0;1;Düsseldorf;40219;digital@alter-solutions.com;;handelsregister_exakt
Mightycare Solutions GmbH;M1502_HRB7607;MIGHTYCARE;8;5;2025-02-28;8477291.0;503191.0;0;Frankfurt am Main;60388;ordermanagement@mightycare.de;;handelsregister_exakt
atsec information security GmbH;D2601V_HRB129439;ATSEC;8;5;2026-02-17;7018000.0;1250000.0;0;München;81667;office@atsec.com;;handelsregister_exakt
JOIN(+) GmbH;B1204_HRB590347;JOIN;8;7;2026-02-25;6447769.0;700000.0;0;Magdeburg;39104;sales@join.de;http://www.join.de;handelsregister_exakt
Konica Minolta Business Solution Deutschland GmbH;;KONICAMINOLTA;8;5;2023-06-29;6409499.0;341867.0;0;Langenhagen;30855;tender-office@konicaminolta.de;;nur_name
TraffGo Road GmbH;R1402_HRB11063;TRAFFGOROAD;8;6;2025-12-19;6383685.0;544008.0;0;Krefeld;47798;wahle@traffgoroad.com;;handelsregister_exakt
City-Post Chemnitz GmbH;U1206_HRB12024;CP-CHEMNITZ;8;6;2024-01-29;6359612.0;1169054.0;0;Chemnitz;09128;jenny.kauf@cp-chemnitz.de;;handelsregister_exakt
INIT Innovative Informatikanwendungen in Transport-, Verkehrs- und Leitsystemen GmbH;B8535_HRB103679;INITSE;8;4;2024-11-25;6290869.0;1702919.0;0;Karlsruhe;76131;webmaster@initse.com;;handelsregister_exakt
TraffiCon - Traffic Consultants GmbH;D2601V_HRB239709;TRAFFICON;8;5;2026-01-01;6185250.0;382800.0;0;Salzburg;5020;sbg@trafficon.eu;;handelsregister_exakt
L&W Datentechnik GmbH;B8534_HRB223582;LW-DATENTECHNIK;8;6;2026-03-20;5708254.0;2792502.0;0;Filderstadt;70794;info@lw-datentechnik.de;;handelsregister_exakt
Ostertag DeTeWe GmbH;;OSTERTAGDETEWE;8;4;2023-09-30;5544991.0;461892.0;0;Offenbach am Main;63067;sascha.ludwig@ostertagdetewe.de;;nur_name
VISUS Health IT GmbH;R2201_HRB6804;VISUS;8;5;2025-07-22;4829194.0;603499.0;0;Bochum;44801;tender@visus.com;;handelsregister_exakt
CompuStore GmbH;B8535_HRB8994;;8;3;2022-11-17;4753715.0;350878.0;0;Regensburg;93053;d.reinartz@eduxpert.de;;handelsregister_exakt
schultech GmbH;B8537_HRB733764;SCHULTECH;8;3;2026-04-21;4663746.0;260275.0;0;Hüttisheim;89185;konto@schultech.de;;handelsregister_exakt
Asknet Solutions AG;;ASKNET;8;3;2024-08-21;4599422.0;575591.0;0;Karlsruhe;76137;jbertsche@asknet.com;;nur_name
T-Systems Information Services GmbH;DE193456493;T-SYSTEMS;8;4;2026-03-11;4403564.0;749012.0;0;Berlin;10587;inti-pascale.reiland@t-systems.com;;ted_nationalid
Ratiodata GmbH;M1201_HRB106249;RATIODATA;8;4;2025-12-30;4375878.0;313080.0;0;Münster;48155;public-tender@ratiodata.de;http://www.ratiodata.de;handelsregister_exakt
FUNKTEL GmbH;P1103_HRB6646;FUNKTEL;8;7;2025-10-17;4352769.0;2176384.0;0;Salzgitter;38259;info@funktel.com;;handelsregister_exakt
PTA Programmier-Technische Arbeiten Gesellschaft mit beschränkter Haftung;B8535_HRB1139;PTA;8;5;2026-05-11;3995981.0;3995981.0;1;Mannheim;68165;vertriebskoordination@pta.de;http://www.pta.de;handelsregister_exakt
BENSE Systemhaus GmbH;R1101_HRB47356;BENSE;8;4;2023-01-05;3846430.0;314469.0;0;Düsseldorf;48143;harry.doepke@bense.net;;handelsregister_exakt
PHYWE Systeme GmbH;P2204_HRB922;PHYWE;8;4;2025-06-02;3796540.0;210769.0;0;Göttingen;37079;info@phywe.de;;handelsregister_exakt
Roy Schulz GmbH;F1103R_HRB57202;ROYSCHULZ;8;6;2025-12-23;3793548.0;1538671.0;1;Berlin;12277;ausschreibungen@royschulz.de;;handelsregister_exakt
Office-Products Zeitler GmbH;U1104_HRB10506;OFFICE-PRODUCTS;8;6;2025-04-07;3692657.0;312080.0;0;Kirchheim;73230;g.mueller@office-products.de;http://www.office-products.de;handelsregister_exakt
PCO AG;D3410V_HRB9157;;8;4;2024-10-21;3637225.0;539300.0;0;Osnabrück;49090;ausschreibung@pco-online.de;https://www.pco-online.de;handelsregister_exakt
ITMedia Consult AG;;;8;5;2022-12-12;3411757.0;705378.0;0;Züsch;54422;;;nur_name
Unify Software and Solutions GmbH & Co. KG;D2601V_HRA103245;;8;5;2025-12-17;3402209.0;1701104.0;0;München;81739;eckard.langer@mitel.com;;handelsregister_exakt
Avaya Finance GmbH & Co. KG;D2601V_HRA85223;AVAYA;8;6;2023-08-15;3396463.0;559760.0;0;Frankfurt;81669;rosenthal@avaya.com;;handelsregister_exakt
Gesellschft für digitale Bildung mbH;;;8;6;2023-09-12;3341205.0;524432.0;0;Hamburg;22763;ausschreibung@gfdb.de;;nur_name
akquinet data center competence GmbH;X1517R_HRB13853KI;AKQUINET;8;5;2026-03-23;3164776.0;796980.0;0;Norderstedt;22850;ausschreibung@akquinet.de;;handelsregister_exakt
GORDION Data Systems Technology GmbH;R3208_HRB3529;GORDION;8;6;2026-04-28;3079422.0;330596.0;0;Troisdorf;53842;info@gordion.de;http://www.gordion.de;handelsregister_exakt
i.syde Informationstechnik GmbH;P2716_HRB30781;ISYDE;8;4;2023-07-24;2979527.0;256260.0;0;Balge;31609;info@isyde.de;;handelsregister_exakt
Alfred Horn Systemhaus GmbH;D4301V_HRB3483;;8;4;2023-04-17;2741645.0;68095.0;0;Kulmbach;95326;va@3d-drucker.org;;handelsregister_exakt
Airbus Secure Land Communications GmbH;B8537_HRB2473;;8;6;2026-02-19;2630235.0;1315118.0;0;Ulm;890;christian.bienek@airbus.com;https://criticalcommunications.airbus.com/de;handelsregister_exakt
tukom GmbH;D2102V_HRB25706;TUKOM;8;6;2026-02-25;2600546.0;500000.0;0;Schondorf am Ammersee;86938;info@tukom.de;www.tukom.de;handelsregister_exakt
LD Didactic GmbH;R3306_HRB65887;LD-DIDACTIC;8;6;2025-02-03;2459495.0;145632.0;0;Hürth;50354;smanz@ld-didactic.de;;handelsregister_exakt
TÜV Rheinland Consulting GmbH;D3310V_HRB27242;TUV;8;3;2025-10-17;2417309.0;400000.0;0;Köln;51105;Ausschreibungen-trc-ncp@de.tuv.com;;handelsregister_exakt
Altair Engineering GmbH;B8534_HRB223777;ALTAIR;8;4;2023-02-07;2384277.0;241675.0;0;Böblingen;71034;information@altair.de;;handelsregister_exakt
FS Elektronik GmbH;P2305_HRB200591;;8;5;2026-06-02;2343622.0;272021.0;0;Riegelsberg;66292;vergabe@kabelmeister.de;https://www.kabelmeister.de/;handelsregister_exakt
AVS Abrechnungs- und Verwaltungs-Systeme GmbH;;AVS;8;4;2024-01-26;2209460.0;293432.0;0;Bayreuth;95444;service@avs.de;;nur_name
EuroBOS GmbH;T2210V_HRB7519;EUROBOS;8;7;2025-05-08;2117398.0;418532.0;0;Koblenz;56072;info@eurobos.de;;handelsregister_exakt
ISIMKO GmbH;G1103_HRB472;ISIMKO;8;4;2025-10-07;2032633.0;306781.0;0;Cottbus;03044;info@isimko.de;http://www.isimko.de;handelsregister_exakt
PKE Deutschland GmbH;B8534_HRB24031;;8;8;2026-01-29;1958865.0;472040.0;0;München;80687;Hannover@pke-de.com;;handelsregister_exakt
ERNW Enno Rey Netzwerke GmbH;B8535_HRB337135;ERNW;8;6;2025-06-03;1813017.0;409575.0;0;Heidelberg;69124;beispiel@beispiel.de;;handelsregister_exakt
BMK Office Service GmbH & Co. KG;P2716_HRA201299;;8;5;2024-10-01;1800444.0;421870.0;0;Achim;28832;awaliczek@bmk-online.de;;handelsregister_exakt
kreuzwerker GmbH;F1103R_HRB129427;KREUZWERKER;8;3;2023-01-31;1783530.0;369942.0;0;Berlin;10969;info@kreuzwerker.de;;handelsregister_exakt
Handwerkskammer Heilbronn-Franken;0;;8;3;2026-04-15;1586000.0;217000.0;0;Nürnberg;90489;mk@kasedorf.de;;ted_nationalid
ALBAKOM GmbH;N1206V_HRB8754;ALBAKOM;8;4;2025-08-15;1477140.0;552935.0;0;Rostock;18069;auftrag@albakom.de;https://www.albakom.de/;handelsregister_exakt
at data Infrastruktur GmbH;B8535_HRB521717;ATDATA;8;4;2025-12-01;1403857.0;144240.0;0;Aulendorf;88326;nathalie.hund@atdata.de;;handelsregister_exakt
VertiGis GmbH;;VERTIGIS;8;4;2026-02-04;1353501.0;676750.0;0;Bonn;53177;Dummy-eMail-eVergabe@fb.hamburg.de;;nur_name
EOMI AG;DE363383008;EOMI;8;1;2025-12-01;1328859.0;297142.0;0;Hamburg;20099;tender@eomi.com;https://www.eomi.com/;ted_nationalid
Comtec e.K.;B1204_HRA630983;COMTEC-DO;8;5;2026-02-25;1287980.0;223680.0;0;Dortmund;44147;office@comtec-do.de;;handelsregister_exakt
DATEV eG;D3310V_GnR70;DATEV;8;6;2026-03-10;1261390.0;220129.0;0;Nürnberg;90431;sabine.frenzel@datev.de;;handelsregister_exakt
CTS Eventim AG & Co. KGaA;D2601V_HRB212700;EVENTIM;8;6;2025-11-04;1245854.0;206365.0;0;Bremen;28195;inhouse.vti@eventim.de;;handelsregister_exakt
univention GmbH;H1101_H1101_HRB20755;UNIVENTION;8;5;2025-07-21;1205200.0;265200.0;0;Bremen;28359;vertrieb@univention.de;;handelsregister_exakt
CGM Clinical Deutschland GmbH;T2210V_HRB5234;CGM;8;5;2026-05-27;1181448.0;1181448.0;0;Oberessendorf;88436;dominik.denny@cgm.com;;handelsregister_exakt
BOC Information Technologies Consulting GmbH;F1103R_HRB61469;;8;4;2024-08-06;1082500.0;336000.0;0;Berlin;10245;vertrieb@boc-de.com;;handelsregister_exakt
Herzum Software Srl Unipersonale;IT01197540998;HERZUM;8;4;2026-06-02;997574.0;237745.0;0;Rende (CS);87036;sales.italy@herzum.com;http://italia.herzum.com;ted_nationalid
RR Software GmbH;W1215_HRB109114;;8;6;2025-03-20;977635.0;393961.0;0;Hasselfelde;38899;vertrieb@antrago.de;;handelsregister_exakt
mrg computer;DE231287805;;8;2;2025-12-18;918984.0;195988.0;0;Werder;14542;info@lapstars.de;https://lapstars.de;ted_nationalid
Saueracker GmbH & Co. KG;D3310V_HRA1819;SAUERACKER;8;7;2026-04-07;838950.0;306666.0;1;Nürnberg;90411;mdi@saueracker.de;;handelsregister_exakt
GAI Netconsult GmbH;F1103R_HRB52068;GAI-NETCONSULT;8;4;2024-10-04;794854.0;397427.0;4;Berlin;13507;vertrieb@gai-netconsult.de;;handelsregister_exakt
demicon GmbH;B8534_HRB725118;DEMICON;8;6;2026-04-02;777024.0;388512.0;0;Stuttgart;70174;contact@demicon.com;;handelsregister_exakt
HP Schmitz X Digital GmbH;P2305_HRB207864;HP-SCHMITZ;8;6;2024-04-29;760760.0;239760.0;0;Berlin;12459;t.adam@HP-Schmitz.eu;;handelsregister_exakt
Quentic GmbH;F1103R_HRB109492;QUENTIC;8;5;2026-03-17;717957.0;227090.0;0;Berlin;10247;sales-am@quentic.com;www.quentic.de;handelsregister_exakt
Schönhofer Sales and Engineering GmbH;R3208_HRB1816;;8;5;2026-05-26;702914.0;351457.0;0;Siegburg;53721;vertrieb@schoenhofer.de;;handelsregister_exakt
Recare Deutschland GmbH;HRB 169691 B;RECARESOLUTIONS;8;2;2025-05-13;518814.0;259407.0;0;Berlin;10559;bid.management@recaresolutions.com;;ted_nationalid
maxxys AG;M1710_HRB2551;MAXXYS;8;4;2025-06-16;491597.0;245799.0;0;Butzbach;35510;sales@maxxys.de;https://maxxys.de;handelsregister_exakt
DIaLOGIKa GmbH;;DIALOGIKA;8;5;2022-11-15;454809.0;54390.0;0;Saarbrücken;66125;info@dialogika.de;;nur_name
Information Services Group Germany GmbH;M1906_HRB8803;;8;5;2026-01-19;443300.0;443300.0;0;Frankfurt am Main;60311;heino.huettner@isg-one.com;;handelsregister_exakt
Mediakom GmbH;R3306_HRB63699;MEDIAKOM-ONLINE;8;7;2026-04-13;434256.0;217128.0;0;Aschau i. Ch.;83229;info@mediakom-online.de;http://www.mediakom-online.de;handelsregister_exakt
DFC Systems GmbH;D2601V_HRB115891;DFCSYSTEMS;8;4;2025-12-23;354818.0;177409.0;1;München;81669;sales@dfcsystems.de;;handelsregister_exakt
objective partner AG;;OBJECTIVE-PARTNER;8;4;2025-08-26;353000.0;353000.0;0;Weinheim;69469;experten@objective-partner.de;;nur_name
F.H. Papenmeier GmbH & Co. KG;R2602_HRA3874;PAPENMEIER;8;4;2025-07-28;214000.0;214000.0;0;Schwerte;58239;info@papenmeier.de;;handelsregister_exakt
REALTECH AG;B8535_HRB351488;REALTECH;8;5;2025-11-25;198948.0;198948.0;0;Leimen;69181;service-team@realtech.com;http://www.realtech.com;handelsregister_exakt
Konica Minolta Business Solution Deutschland GmbH;DE228895321;KONICAMINOLTA;8;3;2025-10-29;186816.0;186816.0;0;Langenhagen;30855;tender-office@KonicaMinolta.de;;ted_nationalid
GORISCON GmbH;D2910V_HRB23897;GORISCON;8;6;2026-02-03;29120.0;29120.0;0;Rosenheim;83022;info@goriscon.de;www.goriscon.de;handelsregister_exakt
MicroStrategy Deutschland GmbH;R3306_HRB28149;MICROSTRATEGY;8;8;2025-10-13;;;0;Köln;50968;info-de-germany@microstrategy.com;;handelsregister_exakt
cBrain A/S;;CBRAIN;8;4;2023-03-13;;;0;Kopenhagen;DK-2100;rl@cbrain.com;;nur_name
Amoria Bond GmbH;R3306_HRB76960;AMORIABOND;8;3;2024-10-08;;;0;Köln;50667;sven.schuette@amoriabond.de;;handelsregister_exakt
BMC Software Distribution B.V.;;;8;4;2022-03-22;;;0;Schiphol-Rijk;1119 PN;;;nur_name
